0001;00;M;000030000000000;1318;;100606;11;69259
0001;00;M;000030000000000;1318;;100607;9;56667
0001;00;M;000030000000000;1318;;100613;4;21481
0001;00;M;000030000000000;1318;;100614;16;85926
0001;00;M;000270000000000;1318;;100624;1;926
0001;00;M;000270000000000;1318;;100842;2;45926
0001;00;M;000270000000000;1318;;100843;1;23889
0001;00;M;000270000000000;1318;;100844;4;102963
0001;00;M;000270000000000;1318;;100845;3;77222
0001;00;M;000270000000000;1318;;100846;7;193148
0001;00;M;000270000000000;1318;;100848;6;154444
0001;00;M;000270000000000;1318;;100851;1;21111
0001;00;M;000270000000000;1318;;100853;5;128704
0001;00;M;000270000000000;1318;;100854;1;23889
0001;00;M;000270000000000;1318;;100855;6;154444
0001;00;M;000270000000000;1318;;100974;1;16481
0001;00;M;000270000000000;1318;;100995;5;50000
0001;00;M;000030000000000;1318;;100999;5;26852
0001;00;M;000270000000000;1318;;101061;59;0
0001;00;M;000270000000000;1318;;101073;1;64630
0001;00;M;000270000000000;1318;;101114;4;43704
0001;00;M;000030000000000;1318;;101156;1;8148
0001;00;M;000270000000000;1318;;101181;2;49630
0001;00;M;000270000000000;1318;;101212;1;23889
0001;00;M;000270000000000;1318;;101244;1;27593
0001;00;M;000270000000000;1318;;101262;1;26667
0001;00;M;000270000000000;1318;;101270;2;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;5;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;2;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;1;0
0001;00;M;000270000000000;1318;;101270;2;0
0001;00;M;000270000000000;1318;;101270;4;0
0001;00;M;000270000000000;1318;;101293;1;38704
0001;00;M;000270000000000;1318;;101295;1;12778
0001;00;M;000270000000000;1318;;101330;1;22037
