25264;21122022 10:19;7;1001;1;1;0.0000;1;3574.0000;None
25264;21122022 10:19;7;1001;1;1;0.0000;1;3574.0000;None
25266;21122022 10:41;7;1001;1;1;0.0000;1;2444.0000;None
25266;21122022 10:41;7;1001;1;1;0.0000;1;2444.0000;None
25277;21122022 11:48;7;1001;1;1;0.0000;1;7074.0000;None
25277;21122022 11:48;7;1001;1;1;0.0000;1;7074.0000;None
7094;21122022 12:20;7;1001;1;1;0.0000;1;None;None
7094;21122022 12:20;7;1001;1;1;0.0000;1;None;None
25281;21122022 12:44;7;1001;1;1;0.0000;1;23250.0000;None
25281;21122022 12:44;7;1001;1;1;0.0000;1;23250.0000;None
25294;21122022 13:41;7;1001;1;1;0.0000;1;10722.0000;None
25294;21122022 13:41;7;1001;1;1;0.0000;1;10722.0000;None
7106;21122022 13:47;7;1001;1;1;0.0000;1;8537.0000;None
7106;21122022 13:47;7;1001;1;1;0.0000;1;8537.0000;None
25297;21122022 14:04;7;1001;1;1;0.0000;1;14130.0000;None
25302;21122022 14:34;7;1001;1;1;0.0000;1;14315.0000;None
25302;21122022 14:34;7;1001;1;1;0.0000;1;14315.0000;None
25303;21122022 14:47;7;1001;1;1;0.0000;1;8222.0000;None
25303;21122022 14:47;7;1001;1;1;0.0000;1;8222.0000;None
7113;21122022 14:49;7;1001;1;1;0.0000;1;5222.0000;None
7113;21122022 14:49;7;1001;1;1;0.0000;1;5222.0000;None
7114;21122022 14:52;7;1001;1;1;None;1;9370.0000;None
7114;21122022 14:52;7;1001;1;1;None;1;9370.0000;None
7116;21122022 15:01;7;1001;1;1;0.0000;1;40722.0000;None
7116;21122022 15:01;7;1001;1;1;0.0000;1;40722.0000;None
7116;21122022 15:02;7;1001;1;1;0.0000;1;40722.0000;None
7116;21122022 15:02;7;1001;1;1;0.0000;1;40722.0000;None
25307;21122022 15:09;7;1001;1;1;0.0000;1;9907.0000;None
25314;21122022 15:56;7;1001;1;1;0.0000;1;7407.0000;None
25314;21122022 15:56;7;1001;1;1;0.0000;1;7407.0000;None
25321;21122022 16:47;7;1001;1;1;0.0000;1;12556.0000;None
25321;21122022 16:47;7;1001;1;1;0.0000;1;12556.0000;None
25328;21122022 17:41;7;1001;1;1;0.0000;1;9704.0000;None
25328;21122022 17:41;7;1001;1;1;0.0000;1;9704.0000;None
25335;21122022 18:28;7;1001;1;1;0.0000;1;10463.0000;None
25335;21122022 18:28;7;1001;1;1;0.0000;1;10463.0000;None
25324;21122022 17:07;7;1002;1;1;0.0000;1;13259.0000;None
25302;21122022 14:34;7;1002;1;1;0.0000;1;14315.0000;None
25302;21122022 14:34;7;1002;1;1;0.0000;1;14315.0000;None
25297;21122022 14:31;7;1002;1;1;0.0000;1;14130.0000;None
7108;21122022 14:05;7;1002;1;1;0.0000;1;7630.0000;None
25280;21122022 12:09;7;1006;1;1;None;1;15056.0000;None
25280;21122022 12:09;7;1006;1;1;None;1;15056.0000;None
25281;21122022 12:18;7;1006;1;1;0.0000;1;23250.0000;None
7097;21122022 12:31;7;1006;1;1;0.0000;1;8556.0000;None
7098;21122022 12:32;7;1006;1;1;0.0000;1;9074.0000;None
7098;21122022 12:32;7;1006;1;1;0.0000;1;9074.0000;None
25286;21122022 13:00;7;1006;1;1;0.0000;1;10278.0000;None
25286;21122022 13:00;7;1006;1;1;0.0000;1;10278.0000;None
25277;21122022 11:47;7;1006;1;1;0.0000;1;7074.0000;None
25298;21122022 14:05;7;1006;1;1;0.0000;1;10370.0000;None
25301;21122022 14:29;7;1006;1;1;0.0000;1;7352.0000;None
7109;21122022 14:08;7;1006;1;1;0.0000;1;10630.0000;None
25296;21122022 13:49;7;1006;1;1;0.0000;1;11444.0000;None
7103;21122022 13:42;7;1006;1;1;0.0000;1;8722.0000;None
25292;21122022 13:31;7;1006;1;1;0.0000;1;6852.0000;None
25308;21122022 15:48;7;1006;1;1;0.0000;1;7926.0000;None
25312;21122022 15:33;7;1006;1;1;0.0000;1;10556.0000;None
7114;21122022 14:55;7;1006;1;1;0.0000;1;9370.0000;None
7114;21122022 14:55;7;1006;1;1;0.0000;1;9370.0000;None
7115;21122022 14:54;7;1006;1;1;0.0000;1;9648.0000;None
7115;21122022 14:54;7;1006;1;1;0.0000;1;9648.0000;None
7116;21122022 15:01;7;1006;1;1;0.0000;1;40722.0000;None
7116;21122022 15:01;7;1006;1;1;0.0000;1;40722.0000;None
25324;21122022 17:07;7;1006;1;1;0.0000;1;13259.0000;None
25325;21122022 17:17;7;1006;1;1;0.0000;1;None;None
25338;21122022 18:36;7;1006;1;1;0.0000;1;7148.0000;None
25338;21122022 18:36;7;1006;1;1;0.0000;1;7148.0000;None
25329;21122022 17:42;7;1006;1;1;0.0000;1;4852.0000;None
