8464;7;1001;1;1;0.0000;1;33796.0000;None
8464;7;1001;1;1;0.0000;1;33796.0000;None
8464;7;1001;1;1;0.0000;1;33796.0000;None
8464;7;1001;1;1;0.0000;1;33796.0000;None
19666;7;1006;1;1;0.0000;1;None;None
8466;7;1009;1;1;0.0000;1;23074.0000;None
8466;7;1011;1;1;0.0000;1;23074.0000;None
8467;7;1011;1;1;0.0000;1;25185.0000;None
32105;7;1011;1;1;0.0000;1;15426.0000;None
30399;7;1011;1;1;0.0000;1;44445.0000;None
8476;7;1011;1;1;0.0000;1;31074.0000;None
8476;7;1011;1;1;0.0000;1;31074.0000;None
8472;7;1011;1;1;0.0000;1;33926.0000;None
32115;7;1014;1;1;0.0000;1;5292.0000;None
32115;7;1014;1;1;0.0000;1;5292.0000;None
8469;7;1020;1;1;0.0000;1;19593.0000;None
8464;7;1020;1;1;0.0000;1;33796.0000;None
8463;7;1020;1;1;0.0000;1;19426.0000;None
8460;7;1020;1;1;0.0000;1;65148.0000;None
8471;7;1020;1;1;0.0000;1;16667.0000;None
32117;7;1020;1;1;0.0000;1;35371.0000;None
32117;7;1020;1;1;0.0000;1;35371.0000;None
8473;7;1020;1;1;0.0000;1;14037.0000;None
8474;7;1020;1;1;0.0000;1;14333.0000;None
8474;7;1020;1;1;0.0000;1;14333.0000;None
8477;7;1020;1;1;0.0000;1;8074.0000;None
30399;7;1020;1;1;0.0000;1;44445.0000;None
8474;7;1029;1;1;0.0000;1;14333.0000;None
8474;7;1029;1;1;0.0000;1;14333.0000;None
8476;7;1029;1;1;0.0000;1;31074.0000;None
8460;7;1029;1;1;0.0000;1;65148.0000;None
8463;7;1029;1;1;0.0000;1;19426.0000;None
8468;7;1029;1;1;0.0000;1;15352.0000;None
8468;7;1029;1;1;0.0000;1;15352.0000;None
8468;7;1030;1;1;0.0000;1;15352.0000;None
32106;7;1030;1;1;0.0000;1;None;None
8463;7;1030;1;1;0.0000;1;19426.0000;None
8476;7;1030;1;1;0.0000;1;31074.0000;None
32117;7;1030;1;1;0.0000;1;35371.0000;None
32117;7;1030;1;1;0.0000;1;35371.0000;None
30399;7;1030;1;1;0.0000;1;44445.0000;None
30399;7;1030;1;1;0.0000;1;44445.0000;None
30399;7;1030;1;1;0.0000;1;44445.0000;None
8480;7;1044;1;1;0.0000;1;17241.0000;None
32105;7;1044;1;1;0.0000;1;15426.0000;None
8479;7;1045;1;1;0.0000;1;24352.0000;None
8479;7;1045;1;1;0.0000;1;24352.0000;None
8460;7;1054;1;1;0.0000;1;65148.0000;None
32117;7;1054;1;1;0.0000;1;35371.0000;None
19658;7;1077;1;1;0.0000;1;None;None
19658;7;1077;1;1;0.0000;1;None;None
19662;7;1077;1;1;0.0000;1;None;None
8473;7;1129;1;1;0.0000;1;14037.0000;None
19661;7;1131;1;1;0.0000;1;79797.0000;None
19661;7;1131;1;1;0.0000;1;79797.0000;None
32114;7;1131;1;1;0.0000;1;65074.0000;None
32114;7;1131;1;1;0.0000;1;65074.0000;None
8464;7;1135;1;1;0.0000;1;33796.0000;None
8467;7;1135;1;1;0.0000;1;25185.0000;None
19661;7;1135;1;1;0.0000;1;79797.0000;None
19661;7;1135;1;1;0.0000;1;79797.0000;None
8460;7;1135;1;1;0.0000;1;65148.0000;None
19662;7;1135;1;1;0.0000;1;None;None
8463;7;1135;1;1;0.0000;1;19426.0000;None
19677;7;1135;1;1;0.0000;1;None;None
19677;7;1135;1;1;0.0000;1;None;None
32117;7;1137;1;1;0.0000;1;35371.0000;None
8461;7;1137;1;1;0.0000;1;21685.0000;None
8462;7;1137;1;1;0.0000;1;25704.0000;None
32117;7;1137;1;1;0.0000;1;35371.0000;None
8470;7;1137;1;1;0.0000;1;12685.0000;None
19672;7;1157;1;1;0.0000;1;None;None
19672;7;1157;1;1;0.0000;1;None;None
19672;7;1157;1;1;0.0000;1;None;None
19672;7;1157;1;1;0.0000;1;None;None
19672;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19671;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19670;7;1157;1;1;0.0000;1;None;None
19670;7;1157;1;1;0.0000;1;None;None
19670;7;1157;1;1;0.0000;1;None;None
32109;7;1157;1;1;0.0000;1;None;None
32109;7;1157;1;1;0.0000;1;None;None
32110;7;1157;1;1;0.0000;1;None;None
32110;7;1157;1;1;0.0000;1;None;None
32111;7;1157;1;1;0.0000;1;None;None
32111;7;1157;1;1;0.0000;1;None;None
19668;7;1157;1;1;0.0000;1;None;None
19668;7;1157;1;1;0.0000;1;None;None
19668;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19669;7;1157;1;1;0.0000;1;None;None
19667;7;1157;1;1;0.0000;1;None;None
19667;7;1157;1;1;0.0000;1;None;None
19667;7;1157;1;1;0.0000;1;None;None
32113;7;1157;1;1;0.0000;1;None;None
32112;7;1157;1;1;0.0000;1;None;None
32112;7;1157;1;1;0.0000;1;None;None
32112;7;1157;1;1;0.0000;1;None;None
32112;7;1157;1;1;0.0000;1;None;None
32112;7;1157;1;1;0.0000;1;None;None
