12497;7;1001;1;1;0.0000;1;3148.0000;None
12457;7;1001;1;1;0.0000;1;16741.0000;None
12457;7;1001;1;1;0.0000;1;16741.0000;None
12457;7;1001;1;1;0.0000;1;16741.0000;None
12455;7;1002;1;1;0.0000;1;2593.0000;None
29595;7;1002;1;1;0.0000;1;3926.0000;None
12441;7;1002;1;1;0.0000;1;6556.0000;None
12457;7;1027;1;1;0.0000;1;16741.0000;None
12464;7;1027;1;1;0.0000;1;8982.0000;None
12462;7;1027;1;1;0.0000;1;2796.0000;None
12494;7;1039;1;1;0.0000;1;5278.0000;None
12505;7;1039;1;1;0.0000;1;3926.0000;None
12509;7;1039;1;1;0.0000;1;8778.0000;None
29599;7;1039;1;1;0.0000;1;1611.0000;None
12462;7;1131;1;1;0.0000;1;2796.0000;None
12457;7;1135;1;1;0.0000;1;16741.0000;None
29597;7;1135;1;1;0.0000;1;15945.0000;None
12442;7;1135;1;1;0.0000;1;8444.0000;None
12444;7;1135;1;1;0.0000;1;13926.0000;None
12444;7;1135;1;1;0.0000;1;13926.0000;None
12445;7;1135;1;1;0.0000;1;2630.0000;None
12446;7;1135;1;1;0.0000;1;5852.0000;None
12492;7;1135;1;1;0.0000;1;7037.0000;None
12490;7;1207;1;1;0.0000;1;11352.0000;None
29599;7;1207;1;1;0.0000;1;1611.0000;None
12497;7;1207;1;1;0.0000;1;3148.0000;None
12490;7;1247;1;1;0.0000;1;11352.0000;None
12481;7;1294;1;1;0.0000;1;4852.0000;None
12501;7;1294;1;1;0.0000;1;7093.0000;None
29617;7;2002;1;1;0.0000;1;4667.0000;None
29611;7;2002;1;1;0.0000;1;4500.0000;None
29600;7;2002;1;1;0.0000;1;28833.0000;None
29600;7;2002;1;1;0.0000;1;28833.0000;None
29600;7;2002;1;1;0.0000;1;28833.0000;None
12457;7;2002;1;1;0.0000;1;16741.0000;None
12457;7;2002;1;1;0.0000;1;16741.0000;None
29596;7;2002;1;1;0.0000;1;1426.0000;None
12456;7;2002;1;1;0.0000;1;3352.0000;None
12456;7;2002;1;1;0.0000;1;3352.0000;None
29598;7;2002;1;2;None;1;10722.0000;None
29598;7;2002;1;1;0.0000;1;10722.0000;None
12465;7;2002;1;1;0.0000;1;13537.0000;None
12465;7;2002;1;1;0.0000;1;13537.0000;None
12457;7;2008;1;1;0.0000;1;16741.0000;None
12457;7;2008;1;1;0.0000;1;16741.0000;None
12509;7;2008;1;1;0.0000;1;8778.0000;None
12509;7;2008;1;1;0.0000;1;8778.0000;None
12516;7;2009;1;1;0.0000;1;8889.0000;None
12512;7;2009;1;1;0.0000;1;3556.0000;None
12512;7;2009;1;1;0.0000;1;3556.0000;None
12495;7;2009;1;1;0.0000;1;537.0000;None
12495;7;2009;1;1;0.0000;1;537.0000;None
12501;7;2009;1;1;0.0000;1;7093.0000;None
12495;7;2009;1;1;0.0000;1;537.0000;None
12495;7;2009;1;1;0.0000;1;537.0000;None
12496;7;2009;1;1;0.0000;1;537.0000;None
12496;7;2009;1;1;0.0000;1;537.0000;None
12486;7;2009;1;1;0.0000;1;3870.0000;None
12486;7;2009;1;1;0.0000;1;3870.0000;None
12486;7;2009;1;1;0.0000;1;3870.0000;None
12487;7;2009;1;1;0.0000;1;2148.0000;None
12487;7;2009;1;1;0.0000;1;2148.0000;None
29599;7;2009;1;1;0.0000;1;1611.0000;None
12480;7;2009;1;1;0.0000;1;1704.0000;None
12455;7;2009;1;1;0.0000;1;2593.0000;None
12462;7;2009;1;1;0.0000;1;2796.0000;None
12462;7;2009;1;1;0.0000;1;2796.0000;None
12476;7;2009;1;2;0.0000;1;2694.0000;None
12482;7;2010;1;1;0.0000;1;3259.0000;None
29601;7;2033;1;1;0.0000;1;3148.0000;None
12444;7;2033;1;1;None;1;13926.0000;None
12450;7;2034;1;1;0.0000;1;2944.0000;None
12450;7;2034;1;1;0.0000;1;2944.0000;None
12450;7;2034;1;1;0.0000;1;2944.0000;None
12450;7;2034;1;1;0.0000;1;2944.0000;None
12465;7;2042;1;1;0.0000;1;13537.0000;None
12478;7;2042;1;1;0.0000;1;7611.0000;None
29600;7;2042;1;1;0.0000;1;28833.0000;None
12457;7;2044;1;1;0.0000;1;16741.0000;None
29597;7;2046;1;1;0.0000;1;15945.0000;None
29597;7;2046;1;1;0.0000;1;15945.0000;None
12478;7;2046;1;1;0.0000;1;7611.0000;None
12478;7;2046;1;1;0.0000;1;7611.0000;None
29606;7;2049;1;1;0.0000;1;5833.0000;None
29616;7;2049;1;1;0.0000;1;1259.0000;None
12500;7;2050;1;1;0.0000;1;537.0000;None
