4386;27112022 12:57;7;1001;1;1;0.0000;1;27259.0000;None
4386;27112022 12:57;7;1001;1;1;0.0000;1;27259.0000;None
4393;27112022 15:53;7;1001;1;1;0.0000;1;25945.0000;None
4393;27112022 15:53;7;1001;1;1;0.0000;1;25945.0000;None
4396;27112022 18:13;7;1002;1;1;0.0000;1;42296.0000;None
4389;27112022 14:43;7;1002;1;1;0.0000;1;52648.0000;None
4379;27112022 13:55;7;1002;1;1;0.0000;1;46334.0000;None
4389;27112022 14:43;7;1006;1;1;0.0000;1;52648.0000;None
4379;27112022 14:13;7;1011;1;1;0.0000;1;46334.0000;None
4382;27112022 14:12;7;1020;1;1;0.0000;1;28185.0000;None
4382;27112022 14:24;7;1020;1;1;0.0000;1;28185.0000;None
4386;27112022 12:57;7;1020;1;1;0.0000;1;27259.0000;None
13366;27112022 13:40;7;1020;1;1;0.0000;1;34463.0000;None
13365;27112022 13:09;7;1020;1;1;0.0000;1;13685.0000;None
4385;27112022 13:25;7;1020;1;1;None;1;15907.0000;None
4379;27112022 13:55;7;1020;1;1;0.0000;1;46334.0000;None
4379;27112022 13:55;7;1020;1;1;0.0000;1;46334.0000;None
4389;27112022 14:43;7;1020;1;1;0.0000;1;52648.0000;None
13369;27112022 14:17;7;1020;1;1;None;1;29630.0000;None
13368;27112022 14:15;7;1020;1;1;0.0000;1;28167.0000;None
4388;27112022 14:06;7;1020;1;1;0.0000;1;29222.0000;None
13367;27112022 14:01;7;1020;1;1;0.0000;1;34722.0000;None
13370;27112022 15:33;7;1020;1;1;0.0000;1;11500.0000;None
4393;27112022 15:53;7;1020;1;1;0.0000;1;25945.0000;None
13371;27112022 16:27;7;1020;1;1;None;1;31204.0000;None
4393;27112022 15:53;7;1029;1;1;0.0000;1;25945.0000;None
13367;27112022 13:52;7;1029;1;1;0.0000;1;34722.0000;None
4386;27112022 12:57;7;1029;1;1;0.0000;1;27259.0000;None
4379;27112022 14:13;7;1029;1;1;0.0000;1;46334.0000;None
