0001;00;T;000270000000000;1885;1820;100855;1;25741
0001;00;S;000270000000000;1885;1329;100953;1;39630
0001;00;T;000270000000000;1885;1820;101062;1;73889
0001;00;S;000270000000000;1885;1329;101323;1;26667
0001;00;T;000270000000000;1885;1810;101433;1;0
0001;00;T;000270000000000;1885;1810;101438;1;0
0001;00;T;000270000000000;1885;1810;101472;1;0
0001;00;T;000270000000000;1885;1820;101494;1;0
0001;00;T;000270000000000;1885;1820;101522;1;0
0001;00;S;000270000000000;1885;1329;101546;2;0
0001;00;T;000270000000000;1885;1820;101583;1;0
0001;00;T;000270000000000;1885;1810;101624;1;0
0001;00;S;000270000000000;1885;1329;101883;1;48889
0001;00;T;000270000000000;1885;1820;101954;1;15556
0001;00;S;000270000000000;1885;1329;101996;1;14630
0001;00;T;000270000000000;1885;1810;102035;1;30370
0001;00;T;000270000000000;1885;1810;102037;1;39630
0001;00;T;000270000000000;1885;1820;102132;1;6296
0001;00;T;000270000000000;1885;1810;102159;1;5370
0001;00;T;000270000000000;1885;1810;102222;1;2593
0001;00;T;000270000000000;1885;1820;102227;1;1111
0001;00;T;000270000000000;1885;1820;102249;1;5370
0001;00;T;000270000000000;1885;1810;102273;1;7222
0001;00;S;000270000000000;1885;1329;102291;1;4259
0001;00;T;000270000000000;1885;1820;102314;1;8148
0001;00;T;000270000000000;1885;1820;102315;1;1389
0001;00;T;000270000000000;1885;1810;102348;2;31111
0001;00;T;000270000000000;1885;1810;102361;1;15556
0001;00;S;000270000000000;1885;1329;102395;1;35000
0001;00;T;000270000000000;1885;1820;102474;1;26667
0001;00;T;000030000000000;1885;1820;102635;1;7222
0001;00;M;000030000000000;1885;;102638;1;7222
0001;00;T;000270000000000;1885;1820;102666;3;88333
0001;00;T;000270000000000;1885;1820;102671;2;68148
0001;00;T;000270000000000;1885;1820;102676;1;27593
0001;00;T;000270000000000;1885;1820;102678;1;33148
0001;00;T;000270000000000;1885;1820;102680;3;99444
0001;00;S;000270000000000;1885;1329;102797;1;50741
0001;00;T;000270000000000;1885;1810;102814;1;39630
0001;00;T;000270000000000;1885;1810;102877;1;46111
0001;00;S;000270000000000;1885;1329;102927;2;120000
0001;00;S;000270000000000;1885;1329;103017;1;34074
0001;00;S;000270000000000;1885;1329;103023;1;44259
0001;00;S;000270000000000;1885;1329;103028;2;92222
0001;00;T;000270000000000;1885;1820;103123;2;29259
0001;00;T;000270000000000;1885;1820;103135;1;10000
0001;00;T;000270000000000;1885;1810;103173;1;24815
0001;00;T;000270000000000;1885;1810;103421;1;38704
0001;00;T;000270000000000;1885;1810;103435;1;40556
0001;00;T;000270000000000;1885;1810;103470;1;46111
0001;00;T;000270000000000;1885;1810;103472;2;79259
0001;00;S;000270000000000;1885;1329;103615;4;140000
0001;00;S;000270000000000;1885;1329;103690;1;36852
0001;00;S;000270000000000;1885;1329;103746;1;35000
0001;00;T;000270000000000;1885;1810;103776;1;13704
0001;00;T;000270000000000;1885;1810;103777;1;46111
0001;00;S;000270000000000;1885;1329;103867;1;25741
0001;00;T;000270000000000;1885;1810;103898;2;49630
0001;00;T;000270000000000;1885;1810;104011;1;38704
0001;00;T;000270000000000;1885;1810;104208;1;4444
0001;00;T;000270000000000;1885;1855;104341;2;73704
0001;00;T;000270000000000;1885;1855;104343;1;45185
0001;00;T;000270000000000;1885;1855;104378;2;0
0001;00;T;000270000000000;1885;1855;104403;2;27407
0001;00;T;000270000000000;1885;1855;104408;2;42222
0001;00;T;000270000000000;1885;1855;104442;1;34074
0001;00;T;000270000000000;1885;1855;104463;1;15556
0001;00;T;000270000000000;1885;1855;104498;2;45926
0001;00;T;000270000000000;1885;1855;104503;1;46111
0001;00;T;000270000000000;1885;1855;104519;1;50741
0001;00;T;000270000000000;1885;1820;104632;1;14630
0001;00;S;000270000000000;1885;1329;104655;1;35000
0001;00;T;000270000000000;1885;1810;104876;1;55370
0001;00;S;000270000000000;1885;1329;105090;2;0
0001;00;T;000270000000000;1885;1810;105352;1;22130
0001;00;S;000270000000000;1885;1329;105509;2;0
0001;00;M;000270000000000;1885;;105631;3;0
0001;00;S;000270000000000;1885;1329;105731;1;0
0001;00;T;000270000000000;1885;1810;105830;1;18426
0001;00;S;000270000000000;1885;1329;106077;1;30370
0001;00;S;000270000000000;1885;1329;106491;1;43333
0001;00;T;000270000000000;1885;1810;106523;1;19815
0001;00;S;000270000000000;1885;1329;107043;1;35000
0001;00;S;000270000000000;1885;1329;107333;1;60000
0001;00;T;000270000000000;1885;1855;107524;1;41481
0001;00;T;000270000000000;1885;1820;107831;1;51667
0001;00;T;000270000000000;1885;1810;108207;1;35000
0001;00;T;000270000000000;1885;1820;108486;1;18333
0001;00;S;000270000000000;1885;1329;109181;1;55370
0001;00;S;000270000000000;1885;1329;109563;1;70000
0001;00;T;000270000000000;1885;1820;109574;1;27593
0001;00;M;000030000000000;1885;;201210;1;5370
0001;00;M;000030000000000;1885;;201237;2;10741
0001;00;M;000030000000000;1885;;201420;1;5370
0001;00;M;000030000000000;1885;;202133;1;6296
0010;00;M;000180000000000;1885;;802020;30;208074
0005;00;;;1885;;;;250594
