19749;7;1002;5;1;0.0000;1;None;None
19734;7;1002;5;1;0.0000;1;None;None
19734;7;1002;5;1;0.0000;1;None;None
19713;7;1002;5;1;0.0000;1;None;None
19777;7;1004;5;1;0.0000;1;None;None
32439;7;1006;5;1;0.0000;1;None;None
32439;7;1006;5;1;0.0000;1;None;None
32439;7;1006;5;1;0.0000;1;None;None
19766;7;1006;7;1;0.0000;1;None;None
32430;7;1006;5;1;0.0000;1;None;None
19715;7;1006;5;1;0.0000;1;None;None
19725;7;1135;8;1;0.0000;1;None;None
19727;7;1135;1;1;0.0000;1;None;None
19722;7;1135;1;1;0.0000;1;None;None
19711;7;1135;7;1;0.0000;1;None;None
32424;7;1135;5;1;0.0000;1;None;None
19694;7;1135;5;1;0.0000;1;None;None
19694;7;1135;5;1;0.0000;1;None;None
19691;7;1135;7;1;0.0000;1;None;None
32422;7;1135;7;1;0.0000;1;None;None
32422;7;1135;7;1;0.0000;1;None;None
19687;7;1135;1;1;0.0000;1;None;None
2059;7;1135;7;1;0.0000;1;None;None
19666;7;1135;5;1;0.0000;1;None;None
19675;7;1135;5;1;0.0000;1;None;None
19673;7;1135;5;1;0.0000;1;None;None
19680;7;1135;5;1;0.0000;1;None;None
32430;7;1135;5;1;0.0000;1;None;None
19735;7;1135;5;1;0.0000;1;None;None
19732;7;1135;5;1;0.0000;1;None;None
19751;7;1135;5;1;0.0000;1;None;None
32431;7;1135;5;1;0.0000;1;None;None
19763;7;1135;7;1;0.0000;1;None;None
19773;7;1135;7;1;0.0000;1;None;None
19779;7;1135;7;1;0.0000;1;None;None
19779;7;1135;7;1;0.0000;1;None;None
19779;7;1135;7;1;0.0000;1;None;None
19742;7;1205;5;1;0.0000;1;None;None
19744;7;1205;5;1;0.0000;1;None;None
32430;7;1205;7;1;0.0000;1;None;None
19691;7;1207;1;1;0.0000;1;None;None
32441;7;1213;4;1;0.0000;1;None;None
19687;1;100582;1;1;18000.0000;1;None;None
19722;1;100582;1;1;18000.0000;1;None;None
19725;1;100582;1;1;18000.0000;1;None;None
19727;1;100582;1;1;18000.0000;1;None;None
19666;3;100614;5;1;4800.0000;1;None;None
19712;1;100845;5;1;27800.0000;1;None;None
19712;1;100845;5;1;27800.0000;1;None;None
