24662;7;0.0000
24632;7;0.0000
2062;7;0.0000
24668;7;0.0000
24685;7;0.0000
2062;7;0.0000
2062;7;0.0000
24642;7;0.0000
13292;7;0.0000
13292;7;0.0000
13294;7;0.0000
13288;7;0.0000
24642;7;0.0000
13292;7;0.0000
24642;7;0.0000
13291;7;0.0000
24632;7;0.0000
24683;7;0.0000
13308;7;0.0000
13309;7;0.0000
2100;7;0.0000
13307;7;0.0000
13302;7;0.0000
13298;7;0.0000
13297;7;0.0000
2071;7;0.0000
24652;7;0.0000
24652;7;0.0000
24695;7;0.0000
24696;7;0.0000
24696;7;0.0000
24672;7;0.0000
24689;7;0.0000
24689;7;0.0000
2083;7;0.0000
2083;7;0.0000
2083;7;0.0000
2083;7;0.0000
24642;7;0.0000
24650;7;0.0000
24650;7;0.0000
24650;7;0.0000
24650;7;0.0000
24650;7;0.0000
24696;7;0.0000
24671;7;0.0000
24677;7;0.0000
24649;7;0.0000
2061;1;0.0000
24631;6;0.0000
24631;6;0.0000
13288;1;4800.0000
13288;1;4800.0000
24632;1;4800.0000
2108;1;4800.0000
13296;1;4800.0000
13290;1;11800.0000
24650;3;4800.0000
24629;3;4800.0000
24624;3;4800.0000
2076;3;4800.0000
2083;3;4800.0000
2083;3;4800.0000
13304;3;4800.0000
24669;3;4800.0000
24668;3;4800.0000
24668;3;4800.0000
24668;3;4800.0000
2092;3;4800.0000
24680;3;4800.0000
2100;3;4800.0000
2112;3;2400.0000
2065;3;2400.0000
24645;3;5800.0000
24641;3;5800.0000
2068;3;5800.0000
24625;3;5800.0000
24622;3;5800.0000
24623;3;5800.0000
24623;3;5800.0000
2063;3;5800.0000
13288;3;5800.0000
2111;3;5800.0000
2111;3;5800.0000
24689;3;5800.0000
24685;3;5800.0000
24683;3;5800.0000
24685;3;5800.0000
2103;3;5800.0000
2103;3;5800.0000
13307;3;5800.0000
13307;3;5800.0000
2099;3;5800.0000
24670;3;5800.0000
24670;3;5800.0000
24677;3;5800.0000
24677;3;5800.0000
2087;3;5800.0000
24660;3;5800.0000
24660;3;5800.0000
13298;3;5800.0000
24662;3;5800.0000
24660;3;5800.0000
24660;3;5800.0000
24661;3;5800.0000
13299;3;5800.0000
13299;3;5800.0000
13301;3;5800.0000
24653;3;5800.0000
24655;3;5800.0000
24655;3;5800.0000
24693;3;5800.0000
24693;3;5800.0000
2072;3;5800.0000
24659;3;5800.0000
13304;3;5800.0000
13304;3;5800.0000
24690;3;5800.0000
24690;3;5800.0000
2108;3;5800.0000
24690;3;5800.0000
24690;3;5800.0000
13288;3;5800.0000
24624;3;5800.0000
13292;3;5800.0000
13292;3;5800.0000
24647;3;5800.0000
24647;3;5800.0000
24632;3;5800.0000
24632;3;5800.0000
24632;3;5800.0000
2059;3;4800.0000
13312;3;4800.0000
24682;3;4800.0000
24669;3;4800.0000
2072;3;4800.0000
2072;3;4800.0000
2077;3;4800.0000
24654;3;4800.0000
13296;3;4800.0000
24650;3;4800.0000
13313;3;4800.0000
24651;3;4800.0000
24652;3;4800.0000
24652;3;4800.0000
24656;3;4800.0000
24656;3;4800.0000
24657;3;4800.0000
13300;3;4800.0000
2085;3;4800.0000
2086;3;4800.0000
2084;3;4800.0000
2079;3;4800.0000
24663;3;4800.0000
24678;3;4800.0000
24675;3;4800.0000
13309;3;4800.0000
24671;3;4800.0000
2098;3;4800.0000
24672;3;4800.0000
24672;3;4800.0000
24673;3;4800.0000
13312;3;4800.0000
24684;3;4800.0000
24686;3;4800.0000
24686;3;4800.0000
24687;3;4800.0000
24625;3;4800.0000
24623;3;4800.0000
2057;3;4800.0000
2057;3;4800.0000
24627;3;4800.0000
24627;3;4800.0000
24627;3;4800.0000
2062;3;4800.0000
2062;3;4800.0000
2061;3;4800.0000
24628;3;4800.0000
24628;3;4800.0000
24632;3;4800.0000
24632;3;4800.0000
24633;3;4800.0000
24633;3;4800.0000
24632;3;4800.0000
24632;3;4800.0000
24632;3;4800.0000
24649;3;4800.0000
24649;3;4800.0000
24646;3;4800.0000
2067;3;4800.0000
24643;3;4800.0000
24641;3;4800.0000
24689;3;6800.0000
2062;1;1000.0000
2062;1;1000.0000
2062;1;1000.0000
2062;1;4000.0000
2061;1;5800.0000
2105;1;5800.0000
24678;1;5800.0000
24696;1;6800.0000
2092;1;6800.0000
24633;1;6800.0000
13291;1;9800.0000
24632;1;9800.0000
24632;1;9800.0000
24632;1;9800.0000
24632;1;9800.0000
24642;1;9800.0000
13292;1;9800.0000
2068;1;9800.0000
24626;1;9800.0000
13298;1;9800.0000
24693;1;9800.0000
24696;1;9800.0000
24696;1;9800.0000
24695;3;5800.0000
24683;3;5800.0000
13310;3;5800.0000
13309;3;5800.0000
13308;3;5800.0000
13306;3;5800.0000
13302;3;5800.0000
24642;3;5800.0000
24642;3;5800.0000
24650;3;5800.0000
2111;1;4800.0000
2111;1;4800.0000
2061;1;2800.0000
24632;1;2800.0000
24632;1;2800.0000
24673;3;5800.0000
24681;2;16800.0000
13294;3;5800.0000
2071;3;5800.0000
13304;3;9800.0000
13304;3;9800.0000
13290;3;9800.0000
24632;3;9800.0000
24632;3;9800.0000
24632;3;9800.0000
2103;3;9800.0000
2103;3;9800.0000
24691;3;9800.0000
24696;3;9800.0000
24631;6;0.0000
24631;6;0.0000
2061;6;0.0000
24632;6;0.0000
24632;6;0.0000
24665;1;0.0000
13304;1;0.0000
24632;6;0.0000
24632;6;0.0000
24632;6;0.0000
24632;6;0.0000
13303;2;19800.0000
24681;2;13800.0000
24631;1;0.0000
2061;3;7800.0000
13291;3;7800.0000
13297;3;7800.0000
2062;1;2500.0000
24627;1;1000.0000
24648;1;1800.0000
24648;1;1800.0000
2087;1;1800.0000
24682;1;1800.0000
24690;1;2800.0000
24690;1;2800.0000
24689;1;2800.0000
24689;1;2800.0000
2088;1;2800.0000
24668;1;3800.0000
24674;1;3800.0000
2098;1;3800.0000
2067;1;3800.0000
2058;1;3800.0000
13288;1;8800.0000
2062;1;8800.0000
13292;1;8800.0000
13294;1;8800.0000
24632;1;8800.0000
24662;1;8800.0000
24632;1;9800.0000
13292;1;9800.0000
2068;1;9800.0000
24642;1;9800.0000
2062;1;9800.0000
13291;1;14800.0000
24642;1;14800.0000
24627;1;14800.0000
2085;3;5800.0000
13288;3;8800.0000
24632;3;8800.0000
24632;3;8800.0000
24632;3;8800.0000
24632;3;8800.0000
2099;3;6800.0000
24642;3;7800.0000
24649;3;7800.0000
2082;3;7800.0000
24645;3;8800.0000
24631;6;0.0000
24631;6;0.0000
2061;6;0.0000
24644;3;4800.0000
24675;1;5200.0000
2110;1;5200.0000
2110;1;5200.0000
24688;1;5200.0000
24688;1;5200.0000
13311;1;5200.0000
2109;1;5200.0000
2109;1;5200.0000
2109;1;5200.0000
2109;1;5200.0000
24692;1;5200.0000
2106;1;5200.0000
24692;1;5200.0000
2109;1;8800.0000
2077;1;8800.0000
13311;1;8800.0000
13308;1;8800.0000
2101;1;8800.0000
2101;1;8800.0000
2090;1;8800.0000
24631;1;8800.0000
24631;1;8800.0000
2067;1;6800.0000
2071;1;6800.0000
13307;1;7800.0000
2086;1;10800.0000
24645;1;10800.0000
13304;1;19800.0000
24665;1;31800.0000
13294;1;8800.0000
24648;1;8800.0000
24648;1;7800.0000
13292;1;7800.0000
2068;1;7800.0000
24642;1;7800.0000
2068;1;7800.0000
24632;1;11800.0000
24632;1;11800.0000
24642;3;7800.0000
24665;3;6800.0000
24668;3;3800.0000
24667;3;3800.0000
24658;3;3800.0000
