0001;00;M;000270000000000;1350;;101116;1;9074
0001;00;M;000270000000000;1350;;101591;2;0
0001;00;M;000270000000000;1350;;101643;16;131852
0001;00;M;000270000000000;1350;;101644;25;136574
0001;00;M;000270000000000;1350;;102534;2;68148
0001;00;M;000270000000000;1350;;102813;1;2778
0001;00;M;000030000000000;1350;;102838;1;10926
0001;00;M;000270000000000;1350;;102909;2;9630
0001;00;M;000270000000000;1350;;103088;1;4630
0001;00;M;000270000000000;1350;;103092;2;16296
0001;00;M;000270000000000;1350;;103095;1;8148
0001;00;M;000270000000000;1350;;103100;6;48889
0001;00;M;000270000000000;1350;;104194;16;131852
0001;00;M;000270000000000;1350;;104275;5;40741
0001;00;M;000270000000000;1350;;104756;1;41481
0001;00;M;000270000000000;1350;;105428;24;131111
0001;00;M;000270000000000;1350;;106387;8;20741
0001;00;M;000270000000000;1350;;107031;30;2778
0001;00;M;000270000000000;1350;;107283;30;4167
0001;00;M;000270000000000;1350;;107944;2;16296
0001;00;M;000270000000000;1350;;108205;1;4815
0001;00;M;000270000000000;1350;;108244;4;28889
0017;00;M;000180000000000;1350;;109209;1;31481
0001;00;M;000270000000000;1350;;109219;1;22963
0001;00;M;000270000000000;1350;;109279;1;9074
0001;00;M;000270000000000;1350;;109280;2;18148
0005;00;;;1350;;;;76119
