0001;00;M;000270000000000;3805;;100580;64;238333
0001;00;M;000270000000000;3805;;100581;34;346852
0001;00;M;000270000000000;3805;;100582;41;769444
0001;00;M;000270000000000;3805;;100583;36;1211667
0001;00;M;000270000000000;3805;;100584;3;122222
0001;00;M;000270000000000;3805;;100586;9;133333
0001;00;M;000270000000000;3805;;100590;6;22222
0001;00;M;000030000000000;3805;;100599;9;25000
0001;00;M;000030000000000;3805;;100605;10;41667
0001;00;M;000030000000000;3805;;100608;2;8889
0001;00;M;000270000000000;3805;;100618;3;24444
0001;00;M;000270000000000;3805;;100621;2;12963
0001;00;M;000270000000000;3805;;100625;2;9259
0001;00;M;000270000000000;3805;;100644;1;6296
0001;00;M;000270000000000;3805;;100647;1;13611
0001;00;M;000030000000000;3805;;100999;5;16204
0001;00;M;000030000000000;3805;;101332;1;4630
0001;00;M;000030000000000;3805;;102710;4;21481
0001;00;M;000030000000000;3805;;102887;1;5370
0001;00;M;000270000000000;3805;;102966;3;13889
0001;00;M;000270000000000;3805;;103091;5;40741
0001;00;M;000270000000000;3805;;103095;3;24444
0001;00;M;000270000000000;3805;;103097;7;57037
0001;00;M;000270000000000;3805;;103100;2;16296
0001;00;M;000030000000000;3805;;103904;2;6481
0001;00;M;000270000000000;3805;;104275;4;32593
0001;00;M;000270000000000;3805;;104958;1;8148
0001;00;M;000270000000000;3805;;105041;3;8333
0001;00;M;000270000000000;3805;;105158;1;3241
0001;00;M;000270000000000;3805;;105165;3;13889
0001;00;M;000270000000000;3805;;105753;27;50000
0001;00;M;000030000000000;3805;;105935;10;50926
0001;00;M;000030000000000;3805;;105937;2;7778
0001;00;M;000030000000000;3805;;105941;2;10741
0001;00;M;000270000000000;3805;;105942;1;8519
0001;00;M;000270000000000;3805;;106962;27;150000
0001;00;M;000270000000000;3805;;107671;1;5093
0001;00;M;000030000000000;3805;;107676;8;40741
0001;00;M;000270000000000;3805;;107696;4;26667
0001;00;M;000270000000000;3805;;107697;10;66667
0001;00;M;000270000000000;3805;;107700;1;2593
0001;00;M;000270000000000;3805;;108698;41;949074
0001;00;M;000270000000000;3805;;108702;1;7222
0001;00;M;000270000000000;3805;;109175;2;16296
0001;00;M;000270000000000;3805;;109388;4;28889
0001;00;M;000030000000000;3805;;201146;4;17778
0001;00;M;000030000000000;3805;;201422;1;3889
0001;00;M;000030000000000;3805;;202092;2;7778
0001;00;M;000030000000000;3805;;202675;1;2315
0001;00;M;000030000000000;3805;;202678;2;6481
0001;00;M;000030000000000;3805;;202695;1;3889
0005;00;;;3805;;;;377785
