19113;17/11/22;8;100954;4;1;37800.0000
19113;17/11/22;8;100954;4;1;37800.0000
19113;17/11/22;9;802020;1;1;7560.0000
19113;17/11/22;None;5;None;1;83160.0000
19110;17/11/22;3;102748;5;1;14800.0000
19110;17/11/22;8;104655;4;1;35800.0000
19110;17/11/22;3;201210;1;1;None
19110;17/11/22;3;201210;1;-1;0.0000
19110;17/11/22;3;201210;1;1;0.0000
19110;17/11/22;3;201210;1;1;0.0000
19110;17/11/22;9;802020;1;1;10000.0000
19110;17/11/22;9;802020;1;-1;-10000.0000
19110;17/11/22;9;802020;1;1;10000.0000
19110;17/11/22;1;109563;4;1;70600.0000
19110;17/11/22;1;109563;4;-1;-70600.0000
19110;17/11/22;1;109563;4;1;70600.0000
19110;17/11/22;None;2;None;1;131200.0000
19114;17/11/22;3;201210;1;1;0.0000
19114;17/11/22;9;802020;1;1;3500.0000
19114;17/11/22;1;109593;4;1;31800.0000
19114;17/11/22;None;5;None;1;35300.0000
19117;17/11/22;8;102797;4;1;54800.0000
19117;17/11/22;1;102447;4;1;16800.0000
19117;17/11/22;8;104655;4;1;35800.0000
19117;17/11/22;2;201187;5;1;5800.0000
19117;17/11/22;9;802020;1;1;10000.0000
19117;17/11/22;None;2;None;1;123200.0000
19118;17/11/22;7;1002;5;1;0.0000
19118;17/11/22;8;103746;4;1;34800.0000
19118;17/11/22;1;106606;5;1;29800.0000
19118;17/11/22;9;802020;1;1;6460.0000
19118;17/11/22;None;5;None;1;71060.0000
19121;17/11/22;1;102170;5;2;9600.0000
19121;17/11/22;1;102172;5;2;9600.0000
19121;17/11/22;1;103350;5;2;117600.0000
19121;17/11/22;9;802020;1;1;10000.0000
19121;17/11/22;None;2;None;1;146800.0000
19120;17/11/22;1;101114;7;2;23600.0000
19120;17/11/22;1;102228;5;2;21600.0000
19120;17/11/22;3;102619;5;5;29000.0000
19120;17/11/22;1;103347;5;1;58800.0000
19120;17/11/22;1;103354;5;1;58800.0000
19120;17/11/22;3;201420;10;4;23200.0000
19120;17/11/22;9;802020;1;1;10000.0000
19120;17/11/22;None;2;None;1;225000.0000
19122;17/11/22;7;1135;5;1;0.0000
19122;17/11/22;1;101433;5;1;0.0000
19122;17/11/22;1;103171;5;1;28800.0000
19122;17/11/22;9;802020;1;1;3500.0000
19122;17/11/22;9;802020;1;1;3500.0000
19122;17/11/22;None;2;None;1;35800.0000
19123;17/11/22;2;200184;7;1;142300.0000
19123;17/11/22;3;202134;10;1;6800.0000
19123;17/11/22;None;4;None;1;149100.0000
19124;17/11/22;6;101624;7;1;None
19124;17/11/22;1;103776;7;1;14800.0000
19124;17/11/22;1;104742;7;1;21800.0000
19124;17/11/22;9;802020;1;1;3660.0000
19124;17/11/22;None;2;None;1;40260.0000
19129;17/11/22;1;102726;7;1;44800.0000
19129;17/11/22;9;802020;1;1;4480.0000
19129;17/11/22;None;5;None;1;49280.0000
19125;17/11/22;1;103350;5;1;58800.0000
19125;17/11/22;9;802020;1;1;5880.0000
19125;17/11/22;None;2;None;1;64680.0000
19131;17/11/22;8;100953;4;1;41800.0000
19131;17/11/22;1;101114;7;3;35400.0000
19131;17/11/22;6;101438;7;1;0.0000
19131;17/11/22;1;103173;7;1;26800.0000
19131;17/11/22;1;103338;5;1;58800.0000
19131;17/11/22;1;103354;5;1;58800.0000
19131;17/11/22;1;103567;7;1;31800.0000
19131;17/11/22;8;103866;4;1;28800.0000
19131;17/11/22;1;102534;9;1;36800.0000
19131;17/11/22;9;802020;1;1;10000.0000
19131;17/11/22;1;109279;9;3;29400.0000
19131;17/11/22;1;109280;9;3;29400.0000
19131;17/11/22;None;2;None;1;387800.0000
19134;17/11/22;1;102238;5;1;2500.0000
19134;17/11/22;1;102286;5;1;1500.0000
19134;17/11/22;1;102670;5;1;34800.0000
19134;17/11/22;3;201420;10;1;5800.0000
19134;17/11/22;9;802020;1;1;4460.0000
19134;17/11/22;None;5;None;1;49060.0000
19135;17/11/22;1;101552;7;1;0.0000
19135;17/11/22;1;103198;7;1;49800.0000
19135;17/11/22;1;103763;7;1;14800.0000
19135;17/11/22;3;104355;6;1;10800.0000
19135;17/11/22;9;802020;1;1;7540.0000
19135;17/11/22;None;5;None;1;82940.0000
19133;17/11/22;1;100892;5;1;34800.0000
19133;17/11/22;9;802020;1;1;3500.0000
19133;17/11/22;None;2;None;1;38300.0000
19137;17/11/22;1;100896;5;1;34800.0000
19137;17/11/22;9;802020;1;1;3500.0000
19137;17/11/22;None;2;None;1;38300.0000
19138;17/11/22;1;103120;7;3;44400.0000
19138;17/11/22;9;802020;1;1;4440.0000
19138;17/11/22;None;2;None;1;48840.0000
32259;17/11/22;7;1135;5;1;0.0000
32259;17/11/22;7;1135;5;1;0.0000
32259;17/11/22;1;100860;5;1;13800.0000
32259;17/11/22;1;102204;5;1;2800.0000
32259;17/11/22;9;802020;1;1;3500.0000
32259;17/11/22;None;2;None;1;20100.0000
19140;17/11/22;1;103993;6;1;16800.0000
19140;17/11/22;1;103993;6;1;16800.0000
19140;17/11/22;9;802020;1;1;3500.0000
19140;17/11/22;None;5;None;1;37100.0000
32260;17/11/22;1;101929;4;1;16800.0000
32260;17/11/22;8;103867;4;1;26800.0000
32260;17/11/22;7;1213;4;1;0.0000
32260;17/11/22;9;802020;1;1;4360.0000
32260;17/11/22;None;2;None;1;47960.0000
19142;17/11/22;7;1006;5;1;0.0000
19142;17/11/22;7;1135;5;1;0.0000
19142;17/11/22;1;102903;5;1;34800.0000
19142;17/11/22;6;103488;5;1;0.0000
19142;17/11/22;9;802020;1;1;3500.0000
19142;17/11/22;None;2;None;1;38300.0000
19143;17/11/22;1;101114;7;1;11800.0000
19143;17/11/22;1;104261;4;1;18800.0000
19143;17/11/22;9;802020;1;1;3500.0000
19143;17/11/22;None;5;None;1;34100.0000
19145;17/11/22;8;103018;4;2;73600.0000
19145;17/11/22;1;103595;4;4;127200.0000
19145;17/11/22;9;802020;1;1;10000.0000
19145;17/11/22;None;5;None;1;210800.0000
19146;17/11/22;8;103028;4;1;49800.0000
19146;17/11/22;8;103028;4;1;49800.0000
19146;17/11/22;9;802020;1;1;9960.0000
19146;17/11/22;None;5;None;1;109560.0000
32264;17/11/22;8;103867;4;1;26800.0000
32264;17/11/22;8;104655;4;1;35800.0000
32264;17/11/22;1;103250;8;1;43800.0000
32264;17/11/22;1;108006;8;1;0.0000
32264;17/11/22;9;802020;1;1;10000.0000
32264;17/11/22;None;2;None;1;116400.0000
