32196;14/11/22;9;802020;1;1;10000.0000
32196;14/11/22;None;5;None;1;240000.0000
32194;14/11/22;6;101624;7;1;0.0000
32194;14/11/22;1;104742;7;1;21800.0000
32194;14/11/22;None;2;None;1;21800.0000
18977;14/11/22;7;1135;6;1;0.0000
18977;14/11/22;1;101043;7;1;19800.0000
18977;14/11/22;1;107831;6;1;55800.0000
18977;14/11/22;9;802020;1;1;7560.0000
18977;14/11/22;None;2;None;1;83160.0000
32195;14/11/22;7;1135;5;1;0.0000
32195;14/11/22;1;102286;5;1;1500.0000
32195;14/11/22;1;102286;5;1;1500.0000
32195;14/11/22;1;102682;5;1;16800.0000
32195;14/11/22;9;802020;1;1;3500.0000
32195;14/11/22;None;2;None;1;23300.0000
18990;14/11/22;7;1135;5;1;0.0000
18990;14/11/22;1;102239;5;1;5800.0000
18990;14/11/22;1;102682;5;1;16800.0000
18990;14/11/22;9;802020;1;1;3500.0000
18990;14/11/22;None;5;None;1;26100.0000
18974;14/11/22;1;100894;5;1;34800.0000
18974;14/11/22;1;105817;5;1;1800.0000
18974;14/11/22;9;802020;1;1;3660.0000
18974;14/11/22;None;2;None;1;40260.0000
18993;14/11/22;1;101122;7;1;34800.0000
18993;14/11/22;6;101535;7;1;0.0000
18993;14/11/22;1;102261;7;1;2800.0000
18993;14/11/22;1;106043;9;1;6500.0000
18993;14/11/22;1;106043;9;1;6500.0000
18993;14/11/22;1;106043;9;1;6500.0000
18993;14/11/22;1;104958;9;1;8800.0000
18993;14/11/22;1;104958;9;1;8800.0000
18993;14/11/22;1;104958;9;1;8800.0000
18993;14/11/22;1;106579;7;1;38800.0000
18993;14/11/22;9;802020;1;1;8200.0000
18993;14/11/22;None;5;None;1;130500.0000
32192;14/11/22;1;103347;5;1;58800.0000
32192;14/11/22;9;802020;1;1;5880.0000
32192;14/11/22;None;2;None;1;64680.0000
18992;14/11/22;1;100845;5;1;27800.0000
18992;14/11/22;1;102226;5;1;7800.0000
18992;14/11/22;1;102286;5;1;1500.0000
18992;14/11/22;3;102644;5;1;5800.0000
18992;14/11/22;9;802020;1;1;4290.0000
18992;14/11/22;None;2;None;1;47190.0000
18976;14/11/22;1;103347;5;1;58800.0000
18976;14/11/22;9;802020;1;1;5880.0000
18976;14/11/22;None;2;None;1;64680.0000
18998;14/11/22;1;102361;7;1;16800.0000
18998;14/11/22;1;104011;7;1;39800.0000
18998;14/11/22;9;802020;1;1;7860.0000
18998;14/11/22;None;5;None;1;64460.0000
18982;14/11/22;1;100892;5;1;34800.0000
18982;14/11/22;1;103347;5;1;58800.0000
18982;14/11/22;1;103347;5;-1;-58800.0000
18982;14/11/22;9;802020;1;1;5880.0000
18982;14/11/22;9;802020;1;-1;-5880.0000
18982;14/11/22;9;802020;1;1;3500.0000
18982;14/11/22;None;2;None;1;38300.0000
18985;14/11/22;1;102170;5;1;4800.0000
18985;14/11/22;1;103354;5;1;58800.0000
18985;14/11/22;9;802020;1;1;6360.0000
18985;14/11/22;None;2;None;1;69960.0000
18986;14/11/22;7;1135;5;1;None
18986;14/11/22;7;1135;5;1;None
18986;14/11/22;1;100892;5;1;34800.0000
18986;14/11/22;3;102637;5;1;7800.0000
18986;14/11/22;3;102637;5;1;7800.0000
18986;14/11/22;1;103347;5;1;58800.0000
18986;14/11/22;3;200009;10;1;6800.0000
18986;14/11/22;9;802020;1;1;10000.0000
18986;14/11/22;None;5;None;1;126000.0000
18987;14/11/22;1;103347;5;1;58800.0000
18987;14/11/22;1;105817;5;1;1800.0000
18987;14/11/22;1;105817;5;1;1800.0000
18987;14/11/22;9;802020;1;1;8520.0000
18987;14/11/22;1;103511;1;1;22800.0000
18987;14/11/22;None;2;None;1;93720.0000
18991;14/11/22;6;101470;7;1;0.0000
18991;14/11/22;1;103791;7;1;37800.0000
18991;14/11/22;9;802020;1;1;3780.0000
18991;14/11/22;None;2;None;1;41580.0000
18984;14/11/22;7;1135;5;1;0.0000
18984;14/11/22;1;103347;5;1;58800.0000
18984;14/11/22;None;2;None;1;58800.0000
18994;14/11/22;7;1135;6;1;None
18994;14/11/22;7;1135;6;-1;0.0000
18994;14/11/22;1;100896;5;1;34800.0000
18994;14/11/22;1;107837;6;1;52800.0000
18994;14/11/22;1;107837;6;-1;-52800.0000
18994;14/11/22;3;201210;1;1;0.0000
18994;14/11/22;7;1210;6;1;None
18994;14/11/22;7;1210;6;-1;0.0000
18994;14/11/22;1;108029;6;1;None
18994;14/11/22;1;108029;6;-1;0.0000
18994;14/11/22;9;802020;1;1;2760.0000
18994;14/11/22;9;802020;1;-1;-2760.0000
18994;14/11/22;9;802020;1;1;6460.0000
18994;14/11/22;1;109574;5;1;29800.0000
18994;14/11/22;None;2;None;1;71060.0000
18999;14/11/22;1;102133;5;1;1000.0000
18999;14/11/22;1;102133;5;1;1000.0000
18999;14/11/22;1;102133;5;1;1000.0000
18999;14/11/22;1;102133;5;-1;-1000.0000
18999;14/11/22;1;102133;5;-1;-1000.0000
18999;14/11/22;1;102133;5;-1;-1000.0000
18999;14/11/22;1;102227;5;1;1200.0000
18999;14/11/22;1;102227;5;1;1200.0000
18999;14/11/22;1;102227;5;1;1200.0000
18999;14/11/22;1;102286;5;1;1500.0000
18999;14/11/22;1;102286;5;1;1500.0000
18999;14/11/22;1;102286;5;1;1500.0000
18999;14/11/22;1;102676;5;1;29800.0000
18999;14/11/22;1;102676;5;1;29800.0000
18999;14/11/22;1;102676;5;1;29800.0000
18999;14/11/22;9;802020;1;1;9690.0000
18999;14/11/22;9;802020;1;-1;-9690.0000
18999;14/11/22;9;802020;1;1;9750.0000
18999;14/11/22;None;2;None;1;107250.0000
32202;14/11/22;1;102675;5;1;27800.0000
32202;14/11/22;1;102675;5;1;27800.0000
32202;14/11/22;1;102675;5;1;27800.0000
32202;14/11/22;9;802020;1;1;8340.0000
32202;14/11/22;None;2;None;1;91740.0000
32203;14/11/22;3;102635;5;1;7800.0000
32203;14/11/22;1;102666;5;1;31800.0000
32203;14/11/22;8;103746;4;1;34800.0000
32203;14/11/22;8;104791;4;1;2200.0000
32203;14/11/22;9;802020;1;1;7660.0000
32203;14/11/22;None;2;None;1;84260.0000
19002;14/11/22;8;102790;4;1;35800.0000
19002;14/11/22;8;102291;4;1;4600.0000
19002;14/11/22;8;102291;4;1;4600.0000
19002;14/11/22;1;102840;4;1;89800.0000
19002;14/11/22;1;103073;4;1;32800.0000
19002;14/11/22;8;103746;4;1;34800.0000
19002;14/11/22;8;107525;4;1;59800.0000
19002;14/11/22;3;201420;10;1;5800.0000
19002;14/11/22;8;104785;4;1;3800.0000
19002;14/11/22;8;105424;4;1;56800.0000
19002;14/11/22;1;108567;4;1;2800.0000
19002;14/11/22;1;108567;4;1;2800.0000
19002;14/11/22;1;108567;4;1;2800.0000
19002;14/11/22;9;802020;1;1;10000.0000
19002;14/11/22;None;2;None;1;347000.0000
19003;14/11/22;1;100892;5;1;34800.0000
19003;14/11/22;1;102676;5;1;29800.0000
19003;14/11/22;9;802020;1;1;6460.0000
19003;14/11/22;None;5;None;1;71060.0000
19009;14/11/22;1;101114;7;1;11800.0000
19009;14/11/22;1;101552;7;1;0.0000
19009;14/11/22;1;103104;7;1;29800.0000
19009;14/11/22;1;103111;7;1;2800.0000
19009;14/11/22;9;802020;1;1;4440.0000
19009;14/11/22;None;5;None;1;48840.0000
19010;14/11/22;1;100894;5;1;34800.0000
19010;14/11/22;1;102170;5;1;4800.0000
19010;14/11/22;9;802020;1;1;3960.0000
19010;14/11/22;None;5;None;1;43560.0000
19005;14/11/22;1;101244;7;1;28800.0000
19005;14/11/22;1;101954;5;1;17800.0000
19005;14/11/22;1;102260;7;1;3800.0000
19005;14/11/22;1;103596;4;1;73800.0000
19005;14/11/22;1;103704;7;1;49800.0000
19005;14/11/22;1;106922;4;1;0.0000
19005;14/11/22;1;104873;6;1;37800.0000
19005;14/11/22;9;802020;1;1;10000.0000
19005;14/11/22;None;2;None;1;221800.0000
32205;14/11/22;1;103354;5;1;58800.0000
32205;14/11/22;9;802020;1;1;5880.0000
32205;14/11/22;None;2;None;1;64680.0000
19015;14/11/22;1;100845;5;1;27800.0000
19015;14/11/22;1;102227;5;1;1200.0000
19015;14/11/22;1;102286;5;1;1500.0000
19015;14/11/22;9;802020;1;1;3500.0000
19015;14/11/22;None;5;None;1;34000.0000
19006;14/11/22;8;100953;4;1;41800.0000
19006;14/11/22;8;102691;4;1;59800.0000
19006;14/11/22;8;102692;4;1;31800.0000
19006;14/11/22;8;103615;4;1;34800.0000
19006;14/11/22;1;103993;6;1;16800.0000
19006;14/11/22;9;802020;1;1;10000.0000
19006;14/11/22;None;2;None;1;195000.0000
19008;14/11/22;3;200000;10;1;7500.0000
19008;14/11/22;None;2;None;1;7500.0000
19007;14/11/22;1;102065;7;1;29800.0000
19007;14/11/22;1;102065;7;1;29800.0000
19007;14/11/22;1;102666;5;1;31800.0000
19007;14/11/22;1;102666;5;-1;-31800.0000
19007;14/11/22;1;102675;5;1;27800.0000
19007;14/11/22;1;104447;6;1;56800.0000
19007;14/11/22;9;802020;1;1;10000.0000
19007;14/11/22;9;802020;1;-1;-10000.0000
19007;14/11/22;9;802020;1;1;10000.0000
19007;14/11/22;None;2;None;1;154200.0000
32206;14/11/22;1;101262;7;1;28800.0000
32206;14/11/22;1;101262;7;1;28800.0000
32206;14/11/22;1;101954;5;1;17800.0000
32206;14/11/22;8;106077;4;1;32800.0000
32206;14/11/22;8;107333;4;1;64800.0000
32206;14/11/22;9;802020;1;1;10000.0000
32206;14/11/22;None;2;None;1;183000.0000
19013;14/11/22;1;102666;5;1;31800.0000
19013;14/11/22;1;102666;5;1;31800.0000
19013;14/11/22;1;103092;9;1;8800.0000
19013;14/11/22;9;802020;1;1;7240.0000
19013;14/11/22;None;2;None;1;79640.0000
19011;14/11/22;1;103354;5;1;58800.0000
19011;14/11/22;9;802020;1;1;5880.0000
19011;14/11/22;None;2;None;1;64680.0000
19014;14/11/22;1;100846;5;1;29800.0000
19014;14/11/22;6;101525;7;1;0.0000
19014;14/11/22;1;101547;7;1;5800.0000
19014;14/11/22;8;101996;4;1;15800.0000
19014;14/11/22;1;103134;7;1;29800.0000
19014;14/11/22;9;802020;1;1;8120.0000
19014;14/11/22;None;2;None;1;89320.0000
19012;14/11/22;1;102677;5;1;31800.0000
19012;14/11/22;1;102701;5;1;32800.0000
19012;14/11/22;9;802020;1;1;6460.0000
19012;14/11/22;None;2;None;1;71060.0000
19019;14/11/22;1;103552;7;1;38800.0000
19019;14/11/22;9;802020;1;1;3880.0000
19019;14/11/22;None;5;None;1;42680.0000
19017;14/11/22;7;1006;5;1;0.0000
19017;14/11/22;1;101308;7;1;16800.0000
19017;14/11/22;1;101321;4;1;26800.0000
19017;14/11/22;1;102506;5;1;37800.0000
19017;14/11/22;9;802020;1;1;8140.0000
19017;14/11/22;None;2;None;1;89540.0000
19016;14/11/22;7;1135;5;1;0.0000
19016;14/11/22;1;102903;5;1;34800.0000
19016;14/11/22;1;102904;5;1;37800.0000
19016;14/11/22;6;104683;5;1;0.0000
19016;14/11/22;7;1302;5;1;0.0000
19016;14/11/22;7;1302;5;1;0.0000
19016;14/11/22;9;802020;1;1;7260.0000
19016;14/11/22;None;2;None;1;79860.0000
19018;14/11/22;1;102678;5;1;35800.0000
19018;14/11/22;9;802020;1;1;3580.0000
19018;14/11/22;None;2;None;1;39380.0000
19020;14/11/22;1;105421;7;1;16800.0000
19020;14/11/22;9;802020;1;1;8660.0000
19020;14/11/22;1;109361;7;1;69800.0000
19020;14/11/22;None;2;None;1;95260.0000
32209;14/11/22;7;1135;7;1;0.0000
32209;14/11/22;1;103120;7;2;29600.0000
32209;14/11/22;9;802020;1;1;3500.0000
32209;14/11/22;None;2;None;1;33100.0000
19022;14/11/22;7;1006;5;1;0.0000
19022;14/11/22;1;101433;5;1;0.0000
19022;14/11/22;1;104294;5;1;59800.0000
19022;14/11/22;9;802020;1;1;5980.0000
19022;14/11/22;None;5;None;1;65780.0000
32212;14/11/22;8;103023;4;1;45800.0000
32212;14/11/22;8;107333;4;1;64800.0000
32212;14/11/22;1;106579;7;1;38800.0000
32212;14/11/22;9;802020;1;1;10000.0000
32212;14/11/22;None;2;None;1;159400.0000
19023;14/11/22;1;103515;7;1;39800.0000
19023;14/11/22;1;107871;6;1;14800.0000
19023;14/11/22;1;105421;7;1;16800.0000
19023;14/11/22;1;105421;7;-1;-16800.0000
19023;14/11/22;None;2;None;1;54600.0000
19026;14/11/22;3;201210;1;1;0.0000
19026;14/11/22;9;802020;1;1;3500.0000
19026;14/11/22;1;109574;5;1;29800.0000
19026;14/11/22;None;2;None;1;33300.0000
19029;14/11/22;1;103993;6;1;16800.0000
19029;14/11/22;7;1207;1;1;0.0000
19029;14/11/22;1;102534;9;1;36800.0000
19029;14/11/22;9;802020;1;1;6340.0000
19029;14/11/22;1;109280;9;1;9800.0000
19029;14/11/22;None;5;None;1;69740.0000
19028;14/11/22;1;102227;5;8;9600.0000
19028;14/11/22;1;102679;5;4;131200.0000
19028;14/11/22;9;802020;1;1;10000.0000
19028;14/11/22;None;2;None;1;150800.0000
19027;14/11/22;1;100854;5;1;25800.0000
19027;14/11/22;1;101244;7;1;28800.0000
19027;14/11/22;1;101244;7;1;28800.0000
19027;14/11/22;1;101244;7;1;28800.0000
19027;14/11/22;1;102286;5;1;1500.0000
19027;14/11/22;1;102286;5;1;1500.0000
19027;14/11/22;1;102679;5;1;32800.0000
19027;14/11/22;1;106416;7;1;19900.0000
19027;14/11/22;1;106469;7;1;20900.0000
19027;14/11/22;9;802020;1;1;10000.0000
19027;14/11/22;None;2;None;1;198800.0000
19030;14/11/22;1;102226;5;1;7800.0000
19030;14/11/22;1;103452;7;1;31800.0000
19030;14/11/22;None;152;None;1;39600.0000
2033;14/11/22;7;1006;5;1;0.0000
2033;14/11/22;6;101561;5;1;0.0000
2033;14/11/22;1;101954;5;1;17800.0000
2033;14/11/22;1;102456;4;1;16800.0000
2033;14/11/22;1;102903;5;1;34800.0000
2033;14/11/22;1;102912;5;2;39600.0000
2033;14/11/22;1;102912;5;-2;-39600.0000
2033;14/11/22;8;103028;4;1;49800.0000
2033;14/11/22;8;105424;4;1;56800.0000
2033;14/11/22;9;802020;1;1;10000.0000
2033;14/11/22;9;802020;1;-1;-10000.0000
2033;14/11/22;9;802020;1;1;10000.0000
2033;14/11/22;None;5;None;1;186000.0000
32213;14/11/22;8;102997;4;1;9800.0000
32213;14/11/22;8;102997;4;1;9800.0000
32213;14/11/22;8;106077;4;1;32800.0000
32213;14/11/22;9;802020;1;1;5240.0000
32213;14/11/22;None;2;None;1;57640.0000
19031;14/11/22;7;1006;5;1;0.0000
19031;14/11/22;1;101522;5;1;0.0000
19031;14/11/22;1;101958;5;1;62800.0000
19031;14/11/22;1;102141;5;1;2800.0000
19031;14/11/22;9;802020;1;1;6560.0000
19031;14/11/22;None;2;None;1;72160.0000
19036;14/11/22;6;101535;7;1;0.0000
19036;14/11/22;1;102260;7;1;3800.0000
19036;14/11/22;1;103173;7;1;26800.0000
19036;14/11/22;8;103615;4;1;34800.0000
19036;14/11/22;3;200012;10;1;6800.0000
19036;14/11/22;3;202112;10;1;6800.0000
19036;14/11/22;8;104791;4;1;2200.0000
19036;14/11/22;9;802020;1;1;8120.0000
19036;14/11/22;None;7;None;1;-12180.0000
19036;14/11/22;None;5;None;1;77140.0000
19035;14/11/22;6;101438;7;1;0.0000
19035;14/11/22;6;101442;7;1;0.0000
19035;14/11/22;6;101442;7;1;0.0000
19035;14/11/22;1;103134;7;1;29800.0000
19035;14/11/22;1;103134;7;1;29800.0000
19035;14/11/22;1;103782;7;1;25800.0000
19035;14/11/22;1;103782;7;1;25800.0000
19035;14/11/22;1;101573;7;1;0.0000
19035;14/11/22;9;802020;1;1;10000.0000
19035;14/11/22;None;2;None;1;121200.0000
19037;14/11/22;8;100953;4;1;41800.0000
19037;14/11/22;8;102800;4;1;53800.0000
19037;14/11/22;8;103028;4;1;49800.0000
19037;14/11/22;9;802020;1;1;10000.0000
19037;14/11/22;None;5;None;1;155400.0000
