32215;15/11/22;8;102540;4;1;33800.0000
32215;15/11/22;8;102986;4;1;11800.0000
32215;15/11/22;8;102995;4;2;31600.0000
32215;15/11/22;8;102997;4;1;9800.0000
32215;15/11/22;8;102997;4;1;9800.0000
32215;15/11/22;7;1213;4;1;None
32215;15/11/22;None;2;None;1;96800.0000
19040;15/11/22;1;100843;5;1;25800.0000
19040;15/11/22;1;102241;7;1;11800.0000
19040;15/11/22;1;105433;7;1;16400.0000
19040;15/11/22;9;802020;1;1;7340.0000
19040;15/11/22;1;104819;1;1;19400.0000
19040;15/11/22;None;5;None;1;80740.0000
19043;15/11/22;8;101996;4;1;15800.0000
19043;15/11/22;8;103023;4;1;45800.0000
19043;15/11/22;9;802020;1;1;6160.0000
19043;15/11/22;None;5;None;1;67760.0000
19033;15/11/22;7;1002;5;1;0.0000
19033;15/11/22;1;100842;5;1;24800.0000
19033;15/11/22;1;101433;5;1;0.0000
19033;15/11/22;1;104293;5;1;43800.0000
19033;15/11/22;9;802020;1;1;6860.0000
19033;15/11/22;None;2;None;1;75460.0000
19041;15/11/22;7;1006;5;1;0.0000
19041;15/11/22;7;1135;5;1;0.0000
19041;15/11/22;1;102903;5;1;34800.0000
19041;15/11/22;6;103488;5;1;0.0000
19041;15/11/22;9;802020;1;1;3500.0000
19041;15/11/22;None;2;None;1;38300.0000
19047;15/11/22;1;104876;7;1;59800.0000
19047;15/11/22;9;802020;1;1;5980.0000
19047;15/11/22;None;5;None;1;65780.0000
32216;15/11/22;8;101996;4;1;15800.0000
32216;15/11/22;1;102925;4;2;25600.0000
32216;15/11/22;8;103746;4;1;34800.0000
32216;15/11/22;1;103826;4;1;32800.0000
32216;15/11/22;9;802020;1;1;10000.0000
32216;15/11/22;None;5;None;1;119000.0000
32219;15/11/22;6;101624;7;1;None
32219;15/11/22;1;103773;7;1;14800.0000
32219;15/11/22;1;103788;7;1;35800.0000
32219;15/11/22;9;802020;1;1;5060.0000
32219;15/11/22;None;2;None;1;55660.0000
19039;15/11/22;8;103746;4;1;34800.0000
19039;15/11/22;8;103867;4;1;26800.0000
19039;15/11/22;9;802020;1;1;6160.0000
19039;15/11/22;None;4;None;1;-12320.0000
19039;15/11/22;None;2;None;1;55440.0000
19042;15/11/22;1;102060;7;1;30800.0000
19042;15/11/22;9;802020;1;1;3500.0000
19042;15/11/22;None;2;None;1;34300.0000
32218;15/11/22;1;101954;5;1;17800.0000
32218;15/11/22;8;102804;4;1;39800.0000
32218;15/11/22;8;104655;4;2;71600.0000
32218;15/11/22;9;802020;1;1;10000.0000
32218;15/11/22;None;2;None;1;139200.0000
32223;15/11/22;1;101244;7;2;57600.0000
32223;15/11/22;1;103773;7;1;14800.0000
32223;15/11/22;9;802020;1;1;7240.0000
32223;15/11/22;None;2;None;1;79640.0000
19051;15/11/22;8;102800;4;1;53800.0000
19051;15/11/22;8;102800;4;1;53800.0000
19051;15/11/22;8;102052;4;1;59800.0000
19051;15/11/22;9;802020;1;1;10000.0000
19051;15/11/22;None;2;None;1;177400.0000
32225;15/11/22;7;1135;7;1;0.0000
32225;15/11/22;6;101624;7;1;0.0000
32225;15/11/22;6;101624;7;1;0.0000
32225;15/11/22;1;102159;7;1;5800.0000
32225;15/11/22;1;102159;7;1;5800.0000
32225;15/11/22;1;105402;7;1;23800.0000
32225;15/11/22;1;105402;7;1;23800.0000
32225;15/11/22;9;802020;1;1;5920.0000
32225;15/11/22;None;2;None;1;65120.0000
19052;15/11/22;7;1135;7;1;0.0000
19052;15/11/22;1;102139;7;1;5800.0000
19052;15/11/22;1;103423;7;1;36800.0000
19052;15/11/22;1;103449;7;1;29800.0000
19052;15/11/22;9;802020;1;1;7240.0000
19052;15/11/22;None;5;None;1;79640.0000
19053;15/11/22;1;101321;4;1;26800.0000
19053;15/11/22;1;101323;4;1;28800.0000
19053;15/11/22;9;802020;1;1;5560.0000
19053;15/11/22;None;2;None;1;61160.0000
19056;15/11/22;1;100843;5;1;25800.0000
19056;15/11/22;1;100855;5;1;27800.0000
19056;15/11/22;1;100861;5;1;14800.0000
19056;15/11/22;9;802020;1;1;6840.0000
19056;15/11/22;None;2;None;1;75240.0000
19058;15/11/22;7;1006;5;1;0.0000
19058;15/11/22;1;104293;5;1;43800.0000
19058;15/11/22;1;105065;5;1;0.0000
19058;15/11/22;9;802020;1;1;4380.0000
19058;15/11/22;None;2;None;1;48180.0000
19055;15/11/22;6;101438;7;1;0.0000
19055;15/11/22;1;103057;4;1;58800.0000
19055;15/11/22;1;107839;6;1;37800.0000
19055;15/11/22;1;107839;6;1;37800.0000
19055;15/11/22;3;201420;10;4;23200.0000
19055;15/11/22;1;108314;6;1;37800.0000
19055;15/11/22;1;103111;7;1;2800.0000
19055;15/11/22;1;103846;7;1;41800.0000
19055;15/11/22;9;802020;1;1;10000.0000
19055;15/11/22;None;2;None;1;250000.0000
19057;15/11/22;7;1026;7;1;0.0000
19057;15/11/22;1;101552;7;1;0.0000
19057;15/11/22;1;102141;5;1;2800.0000
19057;15/11/22;1;103350;5;1;58800.0000
19057;15/11/22;1;105817;5;1;1800.0000
19057;15/11/22;1;106351;7;1;67800.0000
19057;15/11/22;9;802020;1;1;10000.0000
19057;15/11/22;None;2;None;1;141200.0000
19059;15/11/22;7;1135;5;1;0.0000
19059;15/11/22;1;100853;5;1;27800.0000
19059;15/11/22;1;102286;5;1;1500.0000
19059;15/11/22;1;102286;5;1;1500.0000
19059;15/11/22;1;102678;5;1;35800.0000
19059;15/11/22;9;802020;1;1;6660.0000
19059;15/11/22;None;5;None;1;73260.0000
19061;15/11/22;1;102522;5;1;9800.0000
19061;15/11/22;1;103380;7;1;42800.0000
19061;15/11/22;1;103773;7;1;14800.0000
19061;15/11/22;3;201237;1;1;5800.0000
19061;15/11/22;9;802020;1;1;7320.0000
19061;15/11/22;None;5;None;1;80520.0000
19062;15/11/22;1;100974;5;1;17800.0000
19062;15/11/22;8;101996;4;1;15800.0000
19062;15/11/22;1;102035;7;1;37800.0000
19062;15/11/22;9;802020;1;1;7140.0000
19062;15/11/22;None;5;None;1;78540.0000
32227;15/11/22;1;103350;5;1;58800.0000
32227;15/11/22;1;103350;5;1;58800.0000
32227;15/11/22;1;103350;5;1;58800.0000
32227;15/11/22;9;802020;1;1;10000.0000
32227;15/11/22;None;2;None;1;186400.0000
32226;15/11/22;1;101954;5;1;17800.0000
32226;15/11/22;1;101954;5;1;17800.0000
32226;15/11/22;3;102619;5;3;17400.0000
32226;15/11/22;1;102676;5;1;29800.0000
32226;15/11/22;1;102676;5;1;29800.0000
32226;15/11/22;1;103372;7;1;14800.0000
32226;15/11/22;1;103372;7;1;14800.0000
32226;15/11/22;9;802020;1;1;10000.0000
